text1,text2,text3,text4,istrue
edu,moffittapps,ccj,v,-1
moffittapps,ccj,v,n,-1
http,www,rpgamer,com,-1
www,rpgamer,com,news,-1
rpgamer,com,news,q,-1
com,news,q,c,-1
news,q,c,html,-1
http,www,bright,net,-1
www,bright,net,double,-1
bright,net,double,euchre,-1
net,double,euchre,htm,-1
http,www,hawaiiweb,com,-1
www,hawaiiweb,com,kauai,-1
hawaiiweb,com,kauai,html,-1
com,kauai,html,sites,-1
kauai,html,sites,grov,-1
http,www,planetps,com,-1
www,planetps,com,features,-1
planetps,com,features,reviews,-1
http,www,epinions,com,-1
www,epinions,com,fddk,-1
epinions,com,fddk,accessories,-1
com,fddk,accessories,glass,-1
http,www,nintendoworldreport,com,-1
www,nintendoworldreport,com,previewart,-1
http,ps,ign,com,-1
ps,ign,com,objects,-1
ign,com,objects,html,-1
http,www,storyplace,org,-1
http,bighappyfamily,blogspot,com,-1
http,www,rockpodvrataku,cz,-1
http,www,ipl,org,-1
www,ipl,org,div,-1
ipl,org,div,potus,-1
org,div,potus,wjclinton,-1
div,potus,wjclinton,html,-1
http,www,whitehouse,gov,-1
www,whitehouse,gov,kids,-1
whitehouse,gov,kids,presidents,-1
gov,kids,presidents,john,-1
http,www,cubacrisis,net,-1
http,www,gamefaqs,com,-1
www,gamefaqs,com,computer,-1
gamefaqs,com,computer,doswin,-1
com,computer,doswin,data,-1
http,www,hph,co,-1
www,hph,co,za,-1
http,xbox,ign,com,-1
xbox,ign,com,objects,-1
ign,com,objects,html,-1
http,www,sportsunion,strath,-1
www,sportsunion,strath,ac,-1
sportsunion,strath,ac,uk,-1
strath,ac,uk,sub,-1
ac,uk,sub,aqua,-1
http,www,coastguard,com,-1
www,coastguard,com,au,-1
http,www,janeandrewstherapies,com,-1
http,www,peyronies,org,-1
http,www,psicotrauma,org,-1
www,psicotrauma,org,ar,-1
psicotrauma,org,ar,marcosi,-1
org,ar,marcosi,htm,-1
http,www,geocities,com,-1
www,geocities,com,timessquare,-1
geocities,com,timessquare,cavern,-1
http,www,poonpictures,com,-1
www,poonpictures,com,amateur,-1
poonpictures,com,amateur,pussy,-1
com,amateur,pussy,inde,-1
http,www,nerdswithguns,com,-1
http,heat,gr,jp,-1
heat,gr,jp,jr,-1
gr,jp,jr,html,-1
http,www,southdownmuseum,org,-1
http,membres,lycos,fr,-1
membres,lycos,fr,hardwarhacker,-1
http,www,concordiacardinals,com,-1
http,www,geocities,com,-1
www,geocities,com,area,-1
geocities,com,area,dungeon,-1
com,area,dungeon,w,-1
http,www,fourfatchicks,com,-1
www,fourfatchicks,com,reviews,-1
fourfatchicks,com,reviews,simon,-1
com,reviews,simon,s,-1
http,www,moheganfire,com,-1
http,users,erols,com,-1
users,erols,com,ksciacca,-1
http,zygote,swarthmore,edu,-1
zygote,swarthmore,edu,cleave,-1
swarthmore,edu,cleave,html,-1
http,www,defra,gov,-1
www,defra,gov,uk,-1
defra,gov,uk,animalh,-1
gov,uk,animalh,diseases,-1
uk,animalh,diseases,vetsu,-1
http,www,merck,com,-1
www,merck,com,mmpe,-1
merck,com,mmpe,sec,-1
com,mmpe,sec,ch,-1
mmpe,sec,ch,ch,-1
sec,ch,ch,g,-1
ch,ch,g,html,-1
http,www,bbc,co,-1
www,bbc,co,uk,-1
bbc,co,uk,slink,-1
co,uk,slink,index,-1
uk,slink,index,shtml,-1
http,www,post,edu,-1
www,post,edu,programs,-1
post,edu,programs,shtml,-1
http,www,freewebs,com,-1
www,freewebs,com,runescaperules,-1
http,www,ralstonanimalhospital,com,-1
http,www,saphir,tina,-1
www,saphir,tina,ch,-1
http,bombermaze,sourceforge,net,-1
http,www,flags,net,-1
www,flags,net,fran,-1
flags,net,fran,htm,-1
http,www,wwcc,wy,-1
www,wwcc,wy,edu,-1
http,www,gamespot,com,-1
www,gamespot,com,ps,-1
gamespot,com,ps,action,-1
com,ps,action,armymen,-1
ps,action,armymen,d,-1
http,rpgvault,ign,com,-1
rpgvault,ign,com,articles,-1
ign,com,articles,p,-1
http,www,umhschicago,org,-1
http,www,couple,porno,-1
www,couple,porno,com,-1
couple,porno,com,givingtheboss,-1
http,www,chattanoogarose,org,-1
http,www,personalmd,com,-1
www,personalmd,com,drgdb,-1
personalmd,com,drgdb,htm,-1
http,www,ansnursing,com,-1
http,www,nmfa,org,-1
http,www,ratings,net,-1
http,www,hitentertainment,com,-1
www,hitentertainment,com,thomasandfrien,-1
http,www,toptastes,com,-1
www,toptastes,com,recipes,-1
toptastes,com,recipes,chicken,-1
com,recipes,chicken,autum,-1
http,en,wikipedia,org,-1
en,wikipedia,org,wiki,-1
wikipedia,org,wiki,sirocco,-1
http,www,med,nyu,-1
www,med,nyu,edu,-1
med,nyu,edu,neuro,-1
http,library,thinkquest,org,-1
library,thinkquest,org,j,-1
thinkquest,org,j,famart,-1
org,j,famart,htm,-1
http,www,tobaccofarmlifemuseum,org,-1
http,www,moonshade,com,-1
http,yalepress,yale,edu,-1
yalepress,yale,edu,yupbooks,-1
http,www,spineinstituteny,com,-1
http,www,geocities,com,-1
www,geocities,com,jack,-1
geocities,com,jack,irene,-1
http,www,maxamat,com,-1
http,www,gamefaqs,com,-1
www,gamefaqs,com,computer,-1
gamefaqs,com,computer,doswin,-1
com,computer,doswin,data,-1
http,www,ctac,ca,-1
http,www,geocities,com,-1
www,geocities,com,scoutismo,-1
http,www,westga,edu,-1
www,westga,edu,stuacts,-1
http,www,alarabimag,com,-1
http,eco,cba,cmich,-1
eco,cba,cmich,edu,-1
http,www,perfectentertaining,com,-1
www,perfectentertaining,com,page,-1
perfectentertaining,com,page,html,-1
http,www,aa,alpha,-1
www,aa,alpha,net,-1
aa,alpha,net,ne,-1
alpha,net,ne,jp,-1
net,ne,jp,starlore,-1
http,www,uky,edu,-1
www,uky,edu,as,-1
uky,edu,as,anthropology,-1
edu,as,anthropology,museum,-1
as,anthropology,museum,muse,-1
http,www,vidgames,com,-1
www,vidgames,com,ps,-1
vidgames,com,ps,software,-1
com,ps,software,acombat,-1
ps,software,acombat,html,-1
http,web,jmu,edu,-1
web,jmu,edu,cspa,-1
jmu,edu,cspa,index,-1
edu,cspa,index,shtml,-1
http,www,geology,cz,-1
www,geology,cz,aplikace,-1
geology,cz,aplikace,soutez,-1
http,www,immed,org,-1
http,www,nremt,org,-1
http,www,duke,edu,-1
www,duke,edu,web,-1
duke,edu,web,roundtable,-1
http,www,epinions,com,-1
www,epinions,com,game,-1
epinions,com,game,titles,-1
com,game,titles,pc,-1
game,titles,pc,current,-1
http,www,badatgames,com,-1
www,badatgames,com,cheats,-1
badatgames,com,cheats,pc,-1
com,cheats,pc,dark,-1
http,www,fatwomanporn,com,-1
www,fatwomanporn,com,fat,-1
fatwomanporn,com,fat,pussy,-1
com,fat,pussy,gallerie,-1
http,www,gamezone,com,-1
www,gamezone,com,gzreviews,-1
gamezone,com,gzreviews,p,-1
com,gzreviews,p,htm,-1
http,www,igp,ethz,-1
www,igp,ethz,ch,-1
http,www,savingsbondtracker,com,-1
http,www,gamespot,com,-1
www,gamespot,com,ps,-1
gamespot,com,ps,action,-1
com,ps,action,armoredcore,-1
http,www,geocities,com,-1
www,geocities,com,pheonixacedemy,-1
http,www,physics,smu,-1
www,physics,smu,edu,-1
physics,smu,edu,web,-1
http,health,yahoo,com,-1
health,yahoo,com,topic,-1
yahoo,com,topic,fitness,-1
http,www,myproductadvisor,com,-1
www,myproductadvisor,com,mpa,-1
myproductadvisor,com,mpa,auto,-1
com,mpa,auto,input,-1
http,wow,azzor,com,-1
http,www,mweb,co,-1
www,mweb,co,zw,-1
mweb,co,zw,college,-1
co,zw,college,of,-1
zw,college,of,music,-1
http,www,coffeerooms,com,-1
www,coffeerooms,com,forums,-1
coffeerooms,com,forums,wellness,-1
com,forums,wellness,str,-1
http,www,leosworld,com,-1
http,www,gamecritics,com,-1
www,gamecritics,com,review,-1
gamecritics,com,review,mgs,-1
com,review,mgs,main,-1
review,mgs,main,php,-1
http,www,ssbinc,com,-1
www,ssbinc,com,medway,-1
http,members,tripod,com,-1
members,tripod,com,cawhite,-1
http,www,teamfortress,fort,-1
www,teamfortress,fort,com,-1
http,www,cysticfibrosis,co,-1
www,cysticfibrosis,co,uk,-1
http,www,wffpd,org,-1
http,www,blupete,com,-1
www,blupete,com,literature,-1
blupete,com,literature,biographies,-1
http,www,eqinterface,com,-1
http,www,recipesource,com,-1
www,recipesource,com,soups,-1
recipesource,com,soups,soups,-1
com,soups,soups,cucumb,-1
http,www,angelfire,com,-1
www,angelfire,com,ri,-1
angelfire,com,ri,rtc,-1
http,www,conservationregister,com,-1
http,sb,catacombs,com,-1
http,members,shaw,ca,-1
members,shaw,ca,woa,-1
shaw,ca,woa,christmas,-1
ca,woa,christmas,htm,-1
http,www,formanacupuncture,com,-1
http,www,druchii,net,-1
http,www,wow,pro,-1
www,wow,pro,com,-1
http,www,omegaobgyn,com,-1
http,www,mdjobfind,com,-1
http,www,consumeraffairs,govt,-1
www,consumeraffairs,govt,nz,-1
http,www,columbiagames,com,-1
www,columbiagames,com,cgi,-1
columbiagames,com,cgi,bin,-1
com,cgi,bin,query,-1
cgi,bin,query,cfg,-1
http,www,didboardmultiples,bravehost,-1
www,didboardmultiples,bravehost,com,-1
http,www,loyalistcollege,com,-1
http,www,scoutorama,org,-1
www,scoutorama,org,connaissance,-1
scoutorama,org,connaissance,de,-1
org,connaissance,de,die,-1
http,www,kaclehy,cz,-1
http,garotapop,pop,com,-1
garotapop,pop,com,br,-1
http,www,imls,gov,-1
www,imls,gov,about,-1
imls,gov,about,treasures,-1
gov,about,treasures,shtm,-1
http,www,kevscave,com,-1
www,kevscave,com,youngjean,-1
kevscave,com,youngjean,index,-1
com,youngjean,index,html,-1
http,home,planet,nl,-1
home,planet,nl,eling,-1
http,www,midwesthealthcenter,org,-1
http,www,gamespot,com,-1
www,gamespot,com,ds,-1
gamespot,com,ds,action,-1
com,ds,action,draglade,-1
http,www,globalconf,co,-1
www,globalconf,co,za,-1
globalconf,co,za,birthdefects,-1
http,www,kidshealth,org,-1
www,kidshealth,org,teen,-1
kidshealth,org,teen,school,-1
org,teen,school,jobs,-1
teen,school,jobs,col,-1
http,www,cotton,com,-1
http,www,ksl,svc,-1
www,ksl,svc,stanford,-1
ksl,svc,stanford,edu,-1
svc,stanford,edu,doc,-1
stanford,edu,doc,frame,-1
http,www,emedicine,com,-1
www,emedicine,com,med,-1
emedicine,com,med,topic,-1
com,med,topic,htm,-1
http,caribou,cc,trincoll,-1
caribou,cc,trincoll,edu,-1
cc,trincoll,edu,prog,-1
trincoll,edu,prog,trinitysf,-1
http,www,airportlounge,com,-1
http,www,icon,org,-1
www,icon,org,uk,-1
http,codes,ign,com,-1
codes,ign,com,ob,-1
ign,com,ob,html,-1
http,www,sexyyoungwives,com,-1
http,www,ncsu,edu,-1
www,ncsu,edu,mentorjunction,-1
http,www,eeaston,com,-1
www,eeaston,com,yahtzree,-1
http,www,dooyoo,co,-1
www,dooyoo,co,uk,-1
dooyoo,co,uk,motorcycle,-1
http,www,repace,com,-1
www,repace,com,fact,-1
repace,com,fact,cardio,-1
com,fact,cardio,html,-1
http,www,gamespot,com,-1
www,gamespot,com,xbox,-1
gamespot,com,xbox,adventure,-1
com,xbox,adventure,beyondg,-1
http,www,inuksite,com,-1
http,www,redcardinal,catch,-1
www,redcardinal,catch,com,-1
http,www,epa,gov,-1
www,epa,gov,glnpo,-1
epa,gov,glnpo,native,-1
gov,glnpo,native,tepee,-1
glnpo,native,tepee,html,-1
http,www,enature,com,-1
www,enature,com,fieldguides,-1
enature,com,fieldguides,detail,-1
com,fieldguides,detail,asp,-1
http,www,angelfire,com,-1
www,angelfire,com,hi,-1
angelfire,com,hi,rhydinforum,-1
com,hi,rhydinforum,index,-1
http,www,princeton,edu,-1
www,princeton,edu,tower,-1
http,www,urbanext,uiuc,-1
www,urbanext,uiuc,edu,-1
urbanext,uiuc,edu,thriftyliving,-1
uiuc,edu,thriftyliving,tl,-1
http,www,rationallunacy,com,-1
www,rationallunacy,com,courageroundup,-1
http,usuarios,lycos,es,-1
usuarios,lycos,es,rinconfs,-1
http,bf,boomtown,net,-1
bf,boomtown,net,en,-1
boomtown,net,en,uk,-1
net,en,uk,articles,-1
en,uk,articles,art,-1
http,kevinhaw,com,convert,-1
kevinhaw,com,convert,shtml,-1
http,www,geocities,com,-1
www,geocities,com,mithrapolis,-1
geocities,com,mithrapolis,ladder,-1
com,mithrapolis,ladder,html,-1
http,lists,topica,com,-1
lists,topica,com,lists,-1
topica,com,lists,worldcusines,-1
http,www,cancer,gov,-1
www,cancer,gov,cancertopics,-1
cancer,gov,cancertopics,pdq,-1
gov,cancertopics,pdq,treatme,-1
http,www,uir,cn,-1
http,www,uiuc,edu,-1
www,uiuc,edu,ro,-1
uiuc,edu,ro,kdr,-1
http,www,guildofblades,com,-1
www,guildofblades,com,empires,-1
guildofblades,com,empires,rise,-1
com,empires,rise,html,-1
http,www,chamberofdominatrix,com,-1
http,review,zdnet,com,-1
http,www,ravenswing,com,-1
www,ravenswing,com,crowscroft,-1
http,www,gamespot,com,-1
www,gamespot,com,gamecube,-1
gamespot,com,gamecube,action,-1
com,gamecube,action,timesp,-1
http,archive,gamespy,com,-1
archive,gamespy,com,e,-1
gamespy,com,e,planetside,-1
http,www,guiajuvenil,com,-1
http,www,all,reviews,-1
www,all,reviews,com,-1
all,reviews,com,videogames,-1
reviews,com,videogames,legend,-1
com,videogames,legend,z,-1
http,www,free,lesbian,-1
www,free,lesbian,sex,-1
free,lesbian,sex,pics,-1
lesbian,sex,pics,lesbian,-1
sex,pics,lesbian,sex,-1
pics,lesbian,sex,c,-1
http,www,rxlist,com,-1
www,rxlist,com,cgi,-1
rxlist,com,cgi,generic,-1
com,cgi,generic,viread,-1
cgi,generic,viread,htm,-1
http,www,canalkids,com,-1
www,canalkids,com,br,-1
canalkids,com,br,saude,-1
com,br,saude,index,-1
br,saude,index,htm,-1
http,www,emedicinehealth,com,-1
www,emedicinehealth,com,articles,-1
http,spnea,org,visit,-1
spnea,org,visit,homes,-1
org,visit,homes,cogswell,-1
visit,homes,cogswell,htm,-1
http,www,olemiss,edu,-1
www,olemiss,edu,experts,-1
http,www,uhs,hints,-1
www,uhs,hints,com,-1
uhs,hints,com,uhsweb,-1
hints,com,uhsweb,bg,-1
com,uhsweb,bg,tob,-1
uhsweb,bg,tob,php,-1
http,groups,yahoo,com,-1
groups,yahoo,com,group,-1
yahoo,com,group,bdsmscribes,-1
http,www,plumpton,ac,-1
www,plumpton,ac,uk,-1
http,www,nude,teen,-1
www,nude,teen,sex,-1
nude,teen,sex,pic,-1
teen,sex,pic,com,-1
sex,pic,com,naked,-1
pic,com,naked,girl,-1
http,tnasupermarket,com,sites,-1
tnasupermarket,com,sites,maggiesmom,-1
http,diabeticgourmet,com,recipes,-1
diabeticgourmet,com,recipes,html,-1
com,recipes,html,shtml,-1
http,www,icpsolar,com,-1
www,icpsolar,com,solar,-1
icpsolar,com,solar,power,-1
com,solar,power,asp,-1
http,www,princetonreview,com,-1
http,www,anal,sex,-1
www,anal,sex,gallerys,-1
anal,sex,gallerys,com,-1
sex,gallerys,com,teen,-1
gallerys,com,teen,sex,-1
com,teen,sex,gall,-1
http,books,nap,edu,-1
books,nap,edu,books,-1
nap,edu,books,html,-1
http,www,gamespot,com,-1
www,gamespot,com,wii,-1
gamespot,com,wii,action,-1
com,wii,action,ben,-1
wii,action,ben,protec,-1
http,jweagel,tripod,com,-1
jweagel,tripod,com,ultris,-1
tripod,com,ultris,html,-1
http,www,math,uqam,-1
www,math,uqam,ca,-1
math,uqam,ca,ism,-1
uqam,ca,ism,english,-1
ca,ism,english,titlpage,-1
ism,english,titlpage,html,-1
http,www,di,unipi,-1
www,di,unipi,it,-1
http,www,hchdfoundation,org,-1
http,koti,mbnet,fi,-1
koti,mbnet,fi,neptunia,-1
http,www,whitehouse,gov,-1
www,whitehouse,gov,about,-1
whitehouse,gov,about,presidents,-1
gov,about,presidents,ron,-1
http,www,advocatehealth,com,-1
www,advocatehealth,com,lgch,-1
http,www,uiaa,org,-1
www,uiaa,org,urbana,-1
http,www,rr,de,-1
http,www,woodclan,com,-1
http,www,gamezone,com,-1
www,gamezone,com,gzreviews,-1
gamezone,com,gzreviews,r,-1
com,gzreviews,r,htm,-1
http,www,psl,msu,-1
www,psl,msu,edu,-1
http,www,smvideo,com,-1
http,www,sw,org,-1
www,sw,org,depts,-1
sw,org,depts,medicine,-1
org,depts,medicine,gastro,-1
depts,medicine,gastro,gme,-1
medicine,gastro,gme,g,-1
http,www,artemisia,net,-1
www,artemisia,net,rmta,-1
http,www,rainforestwebs,com,-1
www,rainforestwebs,com,recipes,-1
http,www,geocities,com,-1
www,geocities,com,sowbfb,-1
http,www,casesladder,com,-1
www,casesladder,com,zine,-1
casesladder,com,zine,strategy,-1
com,zine,strategy,spade,-1
http,pc,ign,com,-1
pc,ign,com,objects,-1
ign,com,objects,html,-1
http,www,geocities,com,-1
www,geocities,com,whiteheadadopt,-1
http,www,betterhealth,vic,-1
www,betterhealth,vic,gov,-1
betterhealth,vic,gov,au,-1
vic,gov,au,bhcv,-1
gov,au,bhcv,bhcar,-1
http,www,gladiola,com,-1
www,gladiola,com,glads,-1
gladiola,com,glads,htm,-1
http,www,cookingforengineers,com,-1
www,cookingforengineers,com,article,-1
cookingforengineers,com,article,php,-1
http,www,whitehorseleader,com,-1
www,whitehorseleader,com,au,-1
http,www,sparkynet,com,-1
www,sparkynet,com,spag,-1
sparkynet,com,spag,c,-1
com,spag,c,html,-1
spag,c,html,common,-1
http,www,act,org,-1
www,act,org,path,-1
act,org,path,parent,-1
org,path,parent,resource,-1
path,parent,resource,index,-1
http,diabeticgourmet,com,recipes,-1
http,www,elecplay,com,-1
www,elecplay,com,reviews,-1
elecplay,com,reviews,article,-1
com,reviews,article,php,-1
reviews,article,php,ar,-1
http,www,hles,appstate,-1
www,hles,appstate,edu,-1
http,www,bodyweaver,com,-1
http,reviews,teamxbox,com,-1
reviews,teamxbox,com,xbox,-1
teamxbox,com,xbox,tmnt,-1
com,xbox,tmnt,muta,-1
http,www,fda,gov,-1
www,fda,gov,cder,-1
fda,gov,cder,drug,-1
gov,cder,drug,infopage,-1
cder,drug,infopage,bupropio,-1
http,www,xtrasex,com,-1
www,xtrasex,com,free,-1
xtrasex,com,free,bangtwo,-1
com,free,bangtwo,a,-1
free,bangtwo,a,htm,-1
http,www,jbum,com,-1
www,jbum,com,maze,-1
http,www,sensualdistress,com,-1
http,www,ebony,sex,-1
www,ebony,sex,free,-1
ebony,sex,free,porn,-1
sex,free,porn,com,-1
free,porn,com,free,-1
porn,com,free,ebony,-1
http,www,n,ageha,-1
www,n,ageha,jp,-1
http,www,raleighbridgeclub,org,-1
http,www,ucl,ac,-1
www,ucl,ac,uk,-1
ucl,ac,uk,slade,-1
http,www,photo,gratis,-1
www,photo,gratis,com,-1
http,campus,rgu,com,-1
http,www,llamascores,org,-1
http,www,group,sex,-1
www,group,sex,pics,-1
group,sex,pics,group,-1
sex,pics,group,sex,-1
pics,group,sex,com,-1
group,sex,com,hot,-1
sex,com,hot,gr,-1
http,www,paleontology,lsa,-1
www,paleontology,lsa,umich,-1
paleontology,lsa,umich,edu,-1
http,www,virtualcities,com,-1
www,virtualcities,com,ons,-1
virtualcities,com,ons,me,-1
com,ons,me,s,-1
ons,me,s,mes,-1
http,www,pongrules,com,-1
http,www,ect,org,-1
http,www,hfmgv,org,-1
www,hfmgv,org,explore,-1
hfmgv,org,explore,artifacts,-1
org,explore,artifacts,glass,-1
explore,artifacts,glass,asp,-1
http,www,braillefont,com,-1
http,www,gaming,age,-1
www,gaming,age,com,-1
gaming,age,com,cgi,-1
age,com,cgi,bin,-1
com,cgi,bin,previews,-1
cgi,bin,previews,pre,-1
http,www,bisexual,porn,-1
www,bisexual,porn,net,-1
http,www,gamespot,com,-1
www,gamespot,com,ds,-1
gamespot,com,ds,action,-1
com,ds,action,soulbubbles,-1
http,www,rxlist,com,-1
www,rxlist,com,cgi,-1
rxlist,com,cgi,generic,-1
com,cgi,generic,hydroflumet,-1
http,www,mtnviewhospital,com,-1
http,contest,thinkquest,jp,-1
contest,thinkquest,jp,tqj,-1
http,www,gamespot,com,-1
www,gamespot,com,news,-1
gamespot,com,news,html,-1
http,www,napoleonicminiatureswargame,com,-1
http,v,kids,index,-1
v,kids,index,htm,-1
http,www,teens,pics,-1
www,teens,pics,free,-1
teens,pics,free,porn,-1
pics,free,porn,pussy,-1
free,porn,pussy,free,-1
porn,pussy,free,por,-1
http,www,dietitian,com,-1
www,dietitian,com,choleste,-1
dietitian,com,choleste,html,-1
http,astro,berkeley,edu,-1
http,cancer,about,com,-1
cancer,about,com,od,-1
about,com,od,acutemyelogenousleu,-1
http,www,aegismed,com,-1
http,www,ethioworld,com,-1
www,ethioworld,com,countryinformation,-1
ethioworld,com,countryinformation,e,-1
http,www,pbs,org,-1
www,pbs,org,opb,-1
pbs,org,opb,life,-1
http,home,inet,tele,-1
home,inet,tele,dk,-1
inet,tele,dk,spas,-1
http,groups,yahoo,com,-1
groups,yahoo,com,group,-1
yahoo,com,group,vapaganhs,-1
http,www,cd,bros,-1
www,cd,bros,co,-1
cd,bros,co,jp,-1
bros,co,jp,sekilala,-1
http,www,academy,org,-1
www,academy,org,uk,-1
http,www,dir,ca,-1
www,dir,ca,gov,-1
dir,ca,gov,chswc,-1
http,extension,usu,edu,-1
extension,usu,edu,files,-1
usu,edu,files,publications,-1
edu,files,publications,fa,-1
http,www,wishs,com,-1
http,www,b,pregnancy,-1
www,b,pregnancy,org,-1
http,www,archimac,org,-1
www,archimac,org,index,-1
archimac,org,index,spml,-1
http,www,pregnantagain,org,-1
http,www,suitvet,com,-1
http,www,uvm,edu,-1
www,uvm,edu,rescue,-1
http,www,aabutte,glenn,-1
www,aabutte,glenn,org,-1
http,www,rpgdreamers,com,-1
www,rpgdreamers,com,legaia,-1
http,www,cyber,kitchen,-1
www,cyber,kitchen,com,-1
cyber,kitchen,com,rfcj,-1
kitchen,com,rfcj,spicesandcon,-1
http,moj,yam,com,-1
moj,yam,com,drug,-1
http,www,thegamingonline,com,-1
www,thegamingonline,com,ps,-1
thegamingonline,com,ps,codes,-1
com,ps,codes,grand,-1
http,www,gamefaqs,com,-1
www,gamefaqs,com,console,-1
gamefaqs,com,console,ps,-1
com,console,ps,data,-1
http,www,fvleiden,org,-1
http,reference,aol,com,-1
reference,aol,com,atlas,-1
http,www,shsu,edu,-1
www,shsu,edu,slo,-1
shsu,edu,slo,stdss,-1
edu,slo,stdss,legal,-1
http,www,vafgs,org,-1
http,kids,tokyo,shoseki,-1
kids,tokyo,shoseki,co,-1
tokyo,shoseki,co,jp,-1
shoseki,co,jp,kidsap,-1
co,jp,kidsap,kids,-1
jp,kidsap,kids,tr,-1
http,www,emedicinehealth,com,-1
www,emedicinehealth,com,articles,-1
http,www,bedford,k,-1
www,bedford,k,mi,-1
bedford,k,mi,us,-1
k,mi,us,pta,-1
mi,us,pta,home,-1
us,pta,home,html,-1
http,www,astro,virginia,-1
www,astro,virginia,edu,-1
astro,virginia,edu,class,-1
virginia,edu,class,oconnell,-1
edu,class,oconnell,a,-1
http,www,preschoolprintables,com,-1
http,vasarco,vdem,virginia,-1
vasarco,vdem,virginia,gov,-1
http,www,gamespot,com,-1
www,gamespot,com,ps,-1
gamespot,com,ps,action,-1
com,ps,action,rtxredrock,-1
http,www,bearcountryusa,com,-1
www,bearcountryusa,com,animals,-1
bearcountryusa,com,animals,animal,-1
com,animals,animal,i,-1
http,www,glossynews,com,-1
http,www,ftc,gov,-1
www,ftc,gov,bcp,-1
ftc,gov,bcp,bcp,-1
gov,bcp,bcp,htm,-1
http,www,geocities,com,-1
www,geocities,com,angeldestinyawaits,-1
http,www,j,sda,-1
www,j,sda,or,-1
j,sda,or,jp,-1
sda,or,jp,kids,-1
http,www,languageloopllc,com,-1
http,www,gamerevolution,com,-1
www,gamerevolution,com,oldsite,-1
gamerevolution,com,oldsite,games,-1
com,oldsite,games,co,-1
http,www,greatrecipesonline,com,-1
www,greatrecipesonline,com,dir,-1
greatrecipesonline,com,dir,breakfast,-1
http,www,chass,utoronto,-1
www,chass,utoronto,ca,-1
chass,utoronto,ca,stermole,-1
utoronto,ca,stermole,searchm,-1
http,www,mistressmatisse,com,-1
http,www,gameslords,com,-1
www,gameslords,com,max,-1
gameslords,com,max,payne,-1
http,bonecancerresearch,org,uk,-1
http,www,upp,so,-1
www,upp,so,net,-1
upp,so,net,ne,-1
so,net,ne,jp,-1
net,ne,jp,hitoshie,-1
http,www,gamepro,com,-1
www,gamepro,com,sony,-1
gamepro,com,sony,ps,-1
com,sony,ps,games,-1
sony,ps,games,reviews,-1
http,frey,free,fr,-1
frey,free,fr,page,-1
free,fr,page,enfants,-1
fr,page,enfants,htm,-1
http,www,stjude,org,-1
http,www,honorsocieties,uconn,-1
www,honorsocieties,uconn,edu,-1
honorsocieties,uconn,edu,alphasig,-1
uconn,edu,alphasig,html,-1
http,www,med,umich,-1
www,med,umich,edu,-1
med,umich,edu,oto,-1
http,www,hrp,org,-1
www,hrp,org,uk,-1
http,www,hostedcontent,com,-1
http,info,antike,de,-1
http,www,if,legends,-1
www,if,legends,org,-1
if,legends,org,adventure,-1
legends,org,adventure,fsf,-1
org,adventure,fsf,adven,-1
http,www,midkent,ac,-1
www,midkent,ac,uk,-1
http,apd,cas,psu,-1
apd,cas,psu,edu,-1
http,www,themeday,com,-1
http,www,dpi,qld,-1
www,dpi,qld,gov,-1
dpi,qld,gov,au,-1
qld,gov,au,pigs,-1
gov,au,pigs,html,-1
http,www,yourgfm,com,-1
http,bogglesworldesl,com,olympics,-1
bogglesworldesl,com,olympics,worksheets,-1
http,gsbs,utmb,edu,-1
gsbs,utmb,edu,microbook,-1
utmb,edu,microbook,ch,-1
edu,microbook,ch,htm,-1
http,web,ukonline,co,-1
web,ukonline,co,uk,-1
ukonline,co,uk,suttonelms,-1
co,uk,suttonelms,pot,-1
uk,suttonelms,pot,html,-1
http,www,northringwoodvet,com,-1
www,northringwoodvet,com,au,-1
http,www,hhs,gov,-1
www,hhs,gov,news,-1
hhs,gov,news,press,-1
gov,news,press,pres,-1
http,www,thecoolspot,gov,-1
http,www,up,com,-1
www,up,com,do,-1
up,com,do,gameoverview,-1
com,do,gameoverview,cid,-1
http,scienceweb,vassar,edu,-1
http,www,ambrosiasw,com,-1
www,ambrosiasw,com,games,-1
ambrosiasw,com,games,ferazel,-1
http,www,holycross,edu,-1
www,holycross,edu,departments,-1
holycross,edu,departments,philosoph,-1
http,theoncologist,alphamedpress,org,-1
theoncologist,alphamedpress,org,cgi,-1
alphamedpress,org,cgi,con,-1
http,www,cool,studio,-1
www,cool,studio,net,-1
http,health,groups,yahoo,-1
health,groups,yahoo,com,-1
groups,yahoo,com,group,-1
yahoo,com,group,columbusm,-1
http,www,mysterymachine,com,-1
www,mysterymachine,com,zemanca,-1
mysterymachine,com,zemanca,index,-1
com,zemanca,index,html,-1
http,www,realapex,com,-1
www,realapex,com,feed,-1
realapex,com,feed,the,-1
com,feed,the,snake,-1
http,www,newschool,edu,-1
http,news,bbc,co,-1
news,bbc,co,uk,-1
bbc,co,uk,hi,-1
co,uk,hi,world,-1
uk,hi,world,middle,-1
hi,world,middle,east,-1
world,middle,east,c,-1
http,www,gamerswanted,com,-1
www,gamerswanted,com,platform,-1
gamerswanted,com,platform,pc,-1
com,platform,pc,re,-1
http,feeds,latimes,com,-1
feeds,latimes,com,latimes,-1
latimes,com,latimes,news,-1
com,latimes,news,printedi,-1
http,www,mulberrychildcare,com,-1
http,www,recipesource,com,-1
